Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"130,147","142,476","384,140","333,126","29,413",21.9,"14,468",10.8,"153,644","59,017","94,627",17.7,46.1,"51,615","28,332","23,283",8.5,15.5,"102,029",30.6,31.0,158,173,332
b. 5 to 9,"50,754","61,308","433,186","399,994","9,309",15.9,"3,874",6.6,"134,249","60,802","73,447",15.2,33.6,"67,864","25,056","42,808",6.3,17.0,"66,385",16.6,34.0,59,71,439
c. 10 to 19,"30,468","38,199","547,700","511,093","4,983",13.6,"2,004",5.5,"153,235","66,151","87,084",12.9,30.0,"80,020","26,599","53,421",5.2,15.7,"73,215",14.3,31.4,46,50,664
d. 20 to 49,"18,874","25,310","803,002","762,519","2,694",11.0,"1,232",5.0,"194,295","79,744","114,551",10.5,25.5,"113,329","36,612","76,717",4.8,14.9,"80,966",10.6,29.8,36,49,"1,479"
e. 50 to 99,"6,137","8,536","603,537","580,159",769,9.2,408,4.9,"131,145","52,209","78,936",9.0,22.6,"84,388","27,845","56,543",4.8,14.5,"46,757",8.1,29.0,18,18,"1,269"
f. 100 to 249,"2,945","4,331","674,699","652,896",307,7.2,190,4.5,"139,338","44,387","94,951",6.8,21.3,"95,732","29,017","66,715",4.4,14.7,"43,606",6.6,29.4,14,14,"2,041"
g. 250 to 499,824,"1,171","415,878","402,095",86,7.5,40,3.5,"79,954","28,822","51,132",7.2,19.9,"52,387","13,830","38,557",3.4,13.0,"27,567",6.9,26.0,4,4,"1,361"
h. 500 to 999,356,487,"334,201","328,608",23,4.8,8,1.7,"47,640","14,578","33,062",4.4,14.5,"36,454","5,625","30,829",1.7,11.1,"11,186",3.4,22.2,1,1,D
i. 1000+,180,233,"480,842","480,793",6,2.6,4,1.7,"56,727","13,167","43,560",2.7,11.8,"56,629","6,631","49,998",1.4,11.8,98,0.0,23.6,1,1,D
m. ALL,"240,685","282,051","4,677,185","4,451,283","47,590",17.7,"22,228",8.3,"1,090,227","418,877","671,350",9.4,24.5,"638,418","199,547","438,871",4.5,14.3,"451,809",10.2,28.6,337,381,"9,442"
,,1980,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"108,038","120,582","321,376","304,484","17,341",13.3,"27,011",20.7,"110,833","34,373","76,460",11.3,36.4,"77,049","52,444","24,605",17.2,25.3,"33,784",11.1,50.6,"20,742","20,798",D
b. 5 to 9,"44,832","55,823","388,274","383,621","5,342",9.1,"7,201",12.3,"101,450","35,030","66,420",9.1,26.4,"92,144","46,935","45,209",12.2,24.0,"9,306",2.4,48.0,"5,390","5,421","35,284"
c. 10 to 19,"27,947","36,092","513,852","506,173","2,954",7.9,"3,892",10.4,"125,586","39,296","86,290",7.8,24.8,"110,227","51,666","58,561",10.2,21.8,"15,359",3.0,43.6,"2,694","2,706","35,823"
d. 20 to 49,"18,092","24,887","781,400","775,362","1,648",6.5,"2,093",8.2,"159,403","49,281","110,122",6.4,20.6,"147,327","61,815","85,512",8.0,19.0,"12,076",1.6,38.0,"1,246","1,259","36,711"
e. 50 to 99,"6,265","8,884","629,570","620,282",508,5.7,552,6.1,"120,680","35,220","85,460",5.7,19.5,"102,103","37,331","64,772",6.0,16.5,"18,577",3.0,33.0,277,278,"18,472"
f. 100 to 249,"3,108","4,552","700,113","690,881",265,5.8,234,5.1,"124,749","37,741","87,008",5.5,18.1,"106,284","34,618","71,666",5.0,15.4,"18,465",2.7,30.8,101,101,"14,807"
g. 250 to 499,902,"1,276","440,289","435,074",56,4.4,41,3.2,"68,265","20,327","47,938",4.7,15.7,"57,835","14,088","43,747",3.2,13.3,"10,430",2.4,26.6,12,12,"3,914"
h. 500 to 999,394,545,"359,545","366,141",19,3.5,20,3.7,"42,409","12,236","30,173",3.3,11.6,"55,600","13,701","41,899",3.7,15.2,"-13,191",-3.6,23.2,6,6,"3,766"
i. 1000+,189,252,"507,933","522,072",3,1.2,4,1.6,"45,326","9,064","36,262",1.7,8.7,"73,603","13,059","60,544",2.5,14.1,"-28,277",-5.4,17.4,1,1,D
m. ALL,"209,767","252,893","4,642,352","4,604,090","28,136",10.5,"41,048",15.4,"898,701","272,568","626,133",5.9,19.5,"822,172","325,657","496,515",7.1,17.9,"76,529",1.6,35.8,"30,469","30,582","192,990"
,,1981,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"131,051","143,069","366,328","330,425","31,857",24.0,"22,154",16.7,"136,397","63,784","72,613",19.3,41.3,"64,590","43,386","21,204",13.1,19.5,"71,807",21.8,39.0,"13,887","13,922","25,922"
b. 5 to 9,"52,608","63,726","439,349","414,434","10,804",18.3,"6,404",10.9,"128,922","70,967","57,955",17.1,31.1,"79,091","41,678","37,413",10.1,19.1,"49,831",12.0,38.2,"3,108","3,123","20,270"
c. 10 to 19,"32,163","40,510","568,742","542,127","5,690",15.0,"3,474",9.2,"152,040","75,951","76,089",14.0,28.0,"98,809","46,459","52,350",8.6,18.2,"53,231",9.8,36.4,"1,675","1,683","22,343"
d. 20 to 49,"20,028","27,065","837,228","813,570","3,022",11.7,"1,947",7.6,"187,041","90,164","96,877",11.1,23.0,"139,724","57,914","81,810",7.1,17.2,"47,317",5.8,34.4,859,868,"25,504"
e. 50 to 99,"6,578","9,512","656,389","644,653",921,10.0,594,6.5,"129,423","62,167","67,256",9.6,20.1,"105,951","40,955","64,996",6.4,16.4,"23,472",3.7,32.8,212,212,"14,282"
f. 100 to 249,"3,169","4,933","748,691","728,842",447,9.3,279,5.8,"156,879","65,491","91,388",9.0,21.5,"117,180","42,252","74,928",5.8,16.1,"39,699",5.4,32.2,88,88,"13,662"
g. 250 to 499,926,"1,370","475,361","464,263",114,8.5,56,4.2,"89,110","38,405","50,705",8.3,19.2,"66,914","19,869","47,045",4.3,14.4,"22,196",4.8,28.8,16,16,"5,806"
h. 500 to 999,405,546,"368,847","367,439",24,4.4,14,2.6,"50,850","14,864","35,986",4.0,13.8,"48,034","10,139","37,895",2.8,13.1,"2,816",0.7,26.2,2,2,D
i. 1000+,201,275,"565,356","569,119",6,2.2,5,1.8,"65,286","19,017","46,269",3.3,11.5,"72,811","8,662","64,149",1.5,12.8,"-7,525",-1.3,23.0,1,1,D
m. ALL,"247,129","291,006","5,026,291","4,874,872","52,885",19.5,"34,927",12.9,"1,095,948","500,810","595,138",10.3,22.5,"793,104","311,314","481,790",6.4,16.3,"302,844",6.2,32.6,"19,848","19,915","130,928"
,,1982,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"138,309","152,669","422,050","365,023","35,568",24.1,"22,336",15.2,"181,344","72,821","108,523",19.9,49.7,"67,290","42,850","24,440",11.7,18.4,"114,054",31.3,36.8,"13,681","13,683",D
b. 5 to 9,"56,779","69,985","498,029","460,052","11,802",17.6,"6,071",9.0,"166,385","77,193","89,192",16.8,36.2,"90,431","39,677","50,754",8.6,19.7,"75,954",16.5,39.4,"3,448","3,452","22,392"
c. 10 to 19,"34,101","43,402","607,166","577,447","6,109",14.5,"3,319",7.9,"170,948","80,577","90,371",14.0,29.6,"111,510","44,318","67,192",7.7,19.3,"59,438",10.3,38.6,"1,834","1,835","24,445"
d. 20 to 49,"21,149","28,688","891,139","857,540","3,399",12.2,"1,894",6.8,"218,217","101,492","116,725",11.8,25.4,"151,018","56,739","94,279",6.6,17.6,"67,199",7.8,35.2,947,951,"28,392"
e. 50 to 99,"6,940","10,153","704,036","684,649","1,023",10.3,599,6.0,"153,938","69,820","84,118",10.2,22.5,"115,163","41,193","73,970",6.0,16.8,"38,775",5.7,33.6,257,257,"17,543"
f. 100 to 249,"3,331","5,188","751,786","744,589",485,9.5,291,5.7,"146,436","70,395","76,041",9.5,19.7,"132,042","42,980","89,062",5.8,17.7,"14,394",2.0,35.4,79,79,"10,912"
g. 250 to 499,960,"1,477","492,949","494,024",110,7.6,68,4.7,"78,939","36,936","42,003",7.5,16.0,"81,088","22,324","58,764",4.5,16.4,"-2,149",-0.4,32.0,25,25,"8,016"
h. 500 to 999,406,555,"373,705","371,923",25,4.5,17,3.1,"57,922","17,562","40,360",4.7,15.6,"54,358","10,850","43,508",2.9,14.6,"3,564",1.0,29.2,4,4,"2,242"
i. 1000+,223,312,"637,830","641,622",18,5.8,10,3.2,"86,074","57,168","28,906",8.9,13.4,"93,657","14,807","78,850",2.3,14.6,"-7,583",-1.2,26.8,1,1,D
m. ALL,"262,198","312,429","5,378,690","5,196,869","58,539",19.4,"34,605",11.5,"1,260,203","583,964","676,239",11.2,24.2,"896,557","315,738","580,819",6.1,17.3,"363,646",6.9,34.6,"20,276","20,287","141,146"
,,1983,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"144,153","159,113","416,100","378,721","30,973",19.9,"25,638",16.5,"153,604","61,720","91,884",16.3,40.6,"78,846","51,032","27,814",13.5,20.8,"74,758",19.8,41.6,"18,030","18,144","35,868"
b. 5 to 9,"58,344","71,648","484,183","471,837","9,044",12.8,"7,342",10.4,"130,389","58,539","71,850",12.4,27.6,"105,696","47,837","57,859",10.1,22.4,"24,693",5.2,44.8,"4,889","4,939","32,036"
c. 10 to 19,"34,359","43,943","582,706","581,194","4,632",10.6,"3,819",8.8,"137,598","61,250","76,348",10.5,23.7,"134,574","50,955","83,619",8.8,23.2,"3,024",0.5,46.4,"2,397","2,407","31,883"
d. 20 to 49,"21,769","29,792","864,380","878,922","2,468",8.3,"2,256",7.6,"177,183","74,554","102,629",8.5,20.2,"206,266","67,825","138,441",7.7,23.5,"-29,083",-3.3,40.4,"1,288","1,297","38,515"
e. 50 to 99,"7,161","10,354","665,029","684,227",745,7.1,643,6.2,"114,399","50,917","63,482",7.4,16.7,"152,794","43,375","109,419",6.3,22.3,"-38,395",-5.6,33.4,296,299,"19,858"
f. 100 to 249,"3,384","5,236","725,611","752,283",374,7.1,343,6.5,"132,823","55,632","77,191",7.4,17.7,"186,167","50,029","136,138",6.7,24.7,"-53,344",-7.0,35.4,109,110,"15,569"
g. 250 to 499,963,"1,457","441,754","465,496",103,7.0,81,5.5,"75,067","36,046","39,021",7.7,16.1,"122,551","27,505","95,046",5.9,26.3,"-47,484",-10.2,32.2,27,27,"8,421"
h. 500 to 999,443,610,"362,633","386,488",29,4.8,17,2.8,"45,377","20,505","24,872",5.3,11.7,"93,087","11,699","81,388",3.0,24.1,"-47,710",-12.4,23.4,1,1,D
i. 1000+,225,313,"598,419","636,412",15,4.9,6,1.9,"57,559","24,401","33,158",3.8,9.0,"133,545","10,277","123,268",1.6,21.0,"-75,986",-12.0,18.0,1,1,D
m. ALL,"270,801","322,466","5,140,815","5,235,580","48,383",15.2,"40,145",12.6,"1,023,999","443,564","580,435",8.5,19.6,"1,213,526","360,534","852,992",6.9,23.2,"-189,527",-3.6,39.2,"27,038","27,225","184,206"
,,1984,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"149,451","164,461","446,010","400,668","32,726",20.2,"28,428",17.5,"171,994","65,041","106,953",16.2,42.9,"81,310","54,209","27,101",13.5,20.3,"90,684",22.6,40.6,"19,382","19,416","36,772"
b. 5 to 9,"60,650","75,381","534,293","505,594","10,030",13.5,"7,372",10.0,"156,372","65,488","90,884",13.0,30.9,"98,974","47,825","51,149",9.5,19.6,"57,398",11.3,39.2,"4,786","4,804","30,989"
c. 10 to 19,"35,312","45,659","644,924","619,176","5,203",11.6,"3,739",8.3,"165,861","69,178","96,683",11.2,26.8,"114,365","50,130","64,235",8.1,18.5,"51,496",8.3,37.0,"2,295","2,307","30,641"
d. 20 to 49,"21,231","29,014","914,436","887,832","2,835",9.9,"2,131",7.4,"209,732","85,005","124,727",9.6,23.6,"156,523","63,957","92,566",7.2,17.6,"53,209",6.0,35.2,"1,117","1,135","33,297"
e. 50 to 99,"6,826","10,086","696,779","683,759",864,8.7,616,6.2,"139,747","58,165","81,582",8.5,20.4,"113,706","41,859","71,847",6.1,16.6,"26,041",3.8,33.2,265,266,D
f. 100 to 249,"3,150","4,995","737,289","731,438",388,7.9,270,5.5,"135,617","58,651","76,966",8.0,18.5,"123,915","39,993","83,922",5.5,16.9,"11,702",1.6,33.8,76,78,"11,210"
g. 250 to 499,899,"1,384","458,421","457,841",107,7.9,60,4.4,"74,164","36,422","37,742",8.0,16.2,"73,003","20,002","53,001",4.4,15.9,"1,161",0.3,31.8,15,15,"5,330"
h. 500 to 999,384,542,"347,749","357,742",20,3.7,24,4.4,"39,136","13,769","25,367",3.8,10.9,"59,122","15,129","43,993",4.2,16.5,"-19,986",-5.6,21.8,5,5,"3,291"
i. 1000+,211,309,"607,154","622,154",17,5.6,5,1.7,"75,040","48,575","26,465",7.8,12.1,"105,041","6,804","98,237",1.1,16.9,"-30,001",-4.8,24.2,2,2,D
m. ALL,"278,114","331,831","5,387,055","5,266,204","52,190",16.0,"42,645",13.0,"1,167,663","500,294","667,369",9.5,22.2,"925,959","339,908","586,051",6.5,17.6,"241,704",4.6,35.2,"27,943","28,028","172,181"
,,1985,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"153,824","169,156","452,684","405,620","34,316",20.7,"26,958",16.3,"174,562","67,393","107,169",16.6,43.0,"80,433","51,930","28,503",12.8,19.8,"94,129",23.2,39.6,"18,468","18,516","35,480"
b. 5 to 9,"62,732","77,546","541,070","517,787","9,715",12.7,"7,409",9.7,"149,026","63,523","85,503",12.3,28.8,"102,459","48,113","54,346",9.3,19.8,"46,567",9.0,39.6,"4,533","4,568","29,723"
c. 10 to 19,"36,906","47,559","664,477","645,014","4,993",10.6,"3,955",8.4,"161,103","65,803","95,300",10.2,25.0,"122,176","52,491","69,685",8.1,18.9,"38,927",6.1,37.8,"2,313","2,325","30,898"
d. 20 to 49,"22,344","30,506","949,693","928,708","2,899",9.6,"2,307",7.6,"212,695","86,229","126,466",9.3,22.9,"170,724","68,820","101,904",7.4,18.4,"41,971",4.5,36.8,"1,180","1,187","34,593"
e. 50 to 99,"7,160","10,546","727,832","723,741",797,7.6,779,7.4,"137,015","54,377","82,638",7.5,18.9,"128,832","52,108","76,724",7.2,17.8,"8,183",1.1,35.6,292,300,"19,962"
f. 100 to 249,"3,501","5,429","794,055","795,139",392,7.3,308,5.7,"134,050","57,166","76,884",7.2,16.9,"136,217","44,107","92,110",5.5,17.1,"-2,167",-0.2,33.8,109,109,"15,391"
g. 250 to 499,970,"1,471","489,134","493,039",92,6.3,69,4.7,"71,986","30,592","41,394",6.2,14.6,"79,795","23,425","56,370",4.8,16.2,"-7,809",-1.6,29.2,23,23,"7,877"
h. 500 to 999,399,575,"368,063","383,160",21,3.6,28,4.8,"37,873","13,621","24,252",3.6,9.9,"68,067","20,775","47,292",5.4,17.8,"-30,194",-7.9,19.8,9,9,"6,645"
i. 1000+,210,287,"580,094","590,024",9,3.2,4,1.4,"64,429","34,816","29,613",5.9,10.9,"84,289","10,281","74,008",1.7,14.3,"-19,860",-3.4,21.8,,,
m. ALL,"288,046","343,075","5,567,102","5,482,232","53,234",15.8,"41,817",12.4,"1,142,739","473,520","669,219",8.6,20.8,"972,992","372,050","600,942",6.8,17.7,"169,747",3.1,35.4,"26,927","27,037","180,569"
,,1986,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"154,944","170,465","451,266","410,265","33,646",19.9,"30,095",17.8,"171,025","65,522","105,503",16.0,41.7,"89,023","57,673","31,350",14.1,21.7,"82,002",20.0,43.4,"21,321","21,348","40,561"
b. 5 to 9,"63,726","78,486","534,969","519,731","9,600",12.4,"7,895",10.2,"141,987","62,469","79,518",12.0,27.3,"111,510","51,178","60,332",9.8,21.5,"30,477",5.8,43.0,"5,168","5,203","33,637"
c. 10 to 19,"37,423","48,505","659,493","652,574","5,077",10.5,"4,451",9.2,"151,378","67,299","84,079",10.3,23.2,"137,539","58,928","78,611",9.0,21.1,"13,839",2.1,42.2,"2,719","2,747","36,348"
d. 20 to 49,"23,097","31,624","947,645","944,341","3,107",9.9,"2,507",8.0,"202,579","92,673","109,906",9.8,21.5,"195,971","74,935","121,036",7.9,20.8,"6,608",0.7,41.6,"1,372","1,380","40,397"
e. 50 to 99,"7,558","11,158","747,112","750,755",936,8.4,777,7.0,"140,585","63,414","77,171",8.4,18.7,"147,870","52,910","94,960",7.0,19.7,"-7,285",-1.0,37.4,370,372,"25,281"
f. 100 to 249,"3,535","5,645","813,145","816,982",460,8.2,322,5.8,"144,358","67,913","76,445",8.3,17.7,"152,031","47,623","104,408",5.8,18.6,"-7,673",-0.9,35.4,120,120,"17,291"
g. 250 to 499,994,"1,490","466,808","490,408",71,4.7,84,5.6,"54,576","23,814","30,762",4.9,11.1,"101,775","28,859","72,916",5.9,20.8,"-47,199",-9.7,22.2,25,25,"8,507"
h. 500 to 999,415,586,"360,517","374,691",33,5.7,22,3.8,"44,300","23,335","20,965",6.2,11.8,"72,647","15,779","56,868",4.2,19.4,"-28,347",-7.6,23.6,5,5,"3,763"
i. 1000+,217,296,"580,270","599,794",6,2.0,7,2.4,"41,145","7,178","33,967",1.2,6.9,"80,193","12,564","67,629",2.1,13.4,"-39,048",-6.5,13.8,3,3,"5,952"
m. ALL,"291,909","348,255","5,561,225","5,559,541","52,936",15.3,"46,160",13.4,"1,091,933","473,617","618,316",8.5,19.6,"1,088,559","400,449","688,110",7.2,19.6,"3,374",0.0,39.2,"31,103","31,203","211,737"
,,1987,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
