Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"226,793","243,271","662,298","575,871","57,468",24.3,"40,766",17.3,"287,773","112,552","175,221",19.5,50.0,"114,918","77,141","37,777",13.4,20.0,"172,855",30.0,40.0,"29,602","29,639","55,292"
b. 5 to 9,"89,771","104,325","754,205","698,531","17,000",16.8,"10,448",10.3,"249,939","111,372","138,567",15.9,35.8,"138,591","67,767","70,824",9.7,19.8,"111,348",16.0,39.6,"6,979","6,992","45,290"
c. 10 to 19,"52,827","64,958","939,893","882,227","8,877",14.1,"5,131",8.1,"270,742","117,809","152,933",13.4,30.7,"155,409","68,069","87,340",7.7,17.6,"115,333",13.1,35.2,"3,299","3,310","43,568"
d. 20 to 49,"30,897","41,989","1,345,957","1,283,956","4,619",11.2,"2,874",7.0,"331,572","137,330","194,242",10.7,25.8,"207,569","85,988","121,581",6.7,16.2,"124,003",9.6,32.4,"1,522","1,549","45,488"
e. 50 to 99,"9,778","14,282","1,017,781","979,650","1,314",9.3,850,6.0,"226,138","88,527","137,611",9.0,23.1,"149,876","57,262","92,614",5.8,15.3,"76,262",7.8,30.6,358,373,"25,227"
f. 100 to 249,"4,445","6,884","1,058,980","1,037,663",532,7.8,443,6.5,"212,546","78,677","133,869",7.6,20.5,"169,912","67,070","102,842",6.5,16.4,"42,634",4.1,32.8,192,192,"28,902"
g. 250 to 499,"1,140","1,858","651,818","642,261",104,5.6,85,4.6,"100,777","34,263","66,514",5.3,15.7,"81,662","28,959","52,703",4.5,12.7,"19,115",3.0,25.4,33,34,"11,490"
h. 500 to 999,504,698,"480,141","475,184",27,3.9,23,3.3,"64,220","18,653","45,567",3.9,13.5,"54,307","14,150","40,157",3.0,11.4,"9,913",2.1,22.8,4,4,"2,350"
i. 1000+,281,415,"998,382","993,346",12,2.9,7,1.7,"113,036","20,831","92,205",2.1,11.4,"102,966","9,200","93,766",0.9,10.4,"10,070",1.0,20.8,,,
m. ALL,"416,436","478,680","7,909,455","7,568,689","89,953",19.3,"60,627",13.0,"1,856,743","720,014","1,136,729",9.5,24.5,"1,175,210","475,606","699,604",6.3,15.5,"681,533",9.0,31.0,"41,989","42,093","257,607"
,,1980,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"229,303","245,840","630,980","570,753","53,330",22.1,"42,170",17.5,"247,691","102,250","145,441",17.9,43.4,"127,237","80,250","46,987",14.1,22.3,"120,454",21.1,44.6,"30,597","30,641",D
b. 5 to 9,"93,078","108,085","737,571","711,744","15,079",14.2,"11,139",10.5,"213,749","98,452","115,297",13.8,30.0,"162,094","72,553","89,541",10.2,22.8,"51,655",7.2,45.6,"7,566","7,598","49,390"
c. 10 to 19,"56,541","68,847","936,784","919,748","7,851",11.5,"5,939",8.7,"229,762","103,654","126,108",11.3,25.0,"195,690","78,968","116,722",8.6,21.3,"34,072",3.7,42.6,"3,811","3,861","51,023"
d. 20 to 49,"33,243","45,118","1,390,000","1,368,821","3,857",8.6,"3,182",7.1,"295,204","114,883","180,321",8.4,21.6,"252,846","95,493","157,353",7.0,18.5,"42,358",3.1,37.0,"1,818","1,826","54,405"
e. 50 to 99,"10,752","15,487","1,086,440","1,064,517","1,132",7.4,934,6.1,"225,985","77,491","148,494",7.3,21.2,"182,138","64,067","118,071",6.0,17.1,"43,847",4.1,34.2,474,479,"32,962"
f. 100 to 249,"4,991","7,509","1,114,066","1,112,893",465,6.2,400,5.3,"187,824","67,123","120,701",6.0,16.9,"185,478","58,130","127,348",5.2,16.7,"2,346",0.2,33.4,159,160,"22,699"
g. 250 to 499,"1,284","2,071","689,356","695,220",106,5.1,91,4.4,"98,366","36,671","61,695",5.3,14.1,"110,093","31,803","78,290",4.6,15.8,"-11,727",-1.7,28.2,21,22,"7,913"
h. 500 to 999,553,753,"516,636","510,003",30,4.0,21,2.8,"76,432","19,718","56,714",3.9,15.0,"63,165","14,966","48,199",2.9,12.4,"13,267",2.6,24.8,5,5,"3,755"
i. 1000+,303,461,"1,143,536","1,118,376",16,3.5,10,2.2,"151,682","43,705","107,977",3.9,13.6,"101,361","13,723","87,638",1.2,9.1,"50,321",4.5,18.2,1,1,D
m. ALL,"430,048","494,171","8,245,369","8,072,075","81,866",16.8,"63,886",13.1,"1,726,695","663,947","1,062,748",8.2,21.4,"1,380,102","509,953","870,149",6.3,17.1,"346,593",4.3,34.2,"44,452","44,593","281,668"
,,1981,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"228,962","243,762","634,998","581,554","48,894",19.8,"50,722",20.6,"248,888","94,080","154,808",16.2,42.8,"142,000","96,685","45,315",16.6,24.4,"106,888",18.4,48.8,"32,022","32,105","59,053"
b. 5 to 9,"90,702","105,607","718,637","703,983","14,303",13.6,"13,453",12.8,"201,684","93,869","107,815",13.3,28.6,"172,376","87,661","84,715",12.5,24.5,"29,308",4.1,49.0,"7,424","7,440","48,385"
c. 10 to 19,"55,166","67,352","925,384","914,323","7,530",11.2,"7,228",10.7,"229,148","99,600","129,548",10.9,25.1,"207,025","96,477","110,548",10.6,22.6,"22,123",2.5,45.2,"3,767","3,790","50,610"
d. 20 to 49,"33,103","45,345","1,378,333","1,378,249","4,042",8.9,"4,114",9.1,"285,212","120,680","164,532",8.8,20.7,"285,044","122,947","162,097",8.9,20.7,168,0.0,41.4,"1,887","1,901","56,075"
e. 50 to 99,"10,727","15,658","1,053,514","1,056,244","1,320",8.5,"1,132",7.3,"196,653","90,171","106,482",8.5,18.6,"202,113","76,671","125,442",7.3,19.1,"-5,460",-0.5,37.2,433,444,"30,194"
f. 100 to 249,"5,086","7,850","1,143,432","1,145,535",669,8.6,515,6.6,"214,348","99,104","115,244",8.7,18.7,"218,553","75,555","142,998",6.6,19.1,"-4,205",-0.4,37.4,142,144,"21,190"
g. 250 to 499,"1,335","2,099","686,179","699,636",138,6.6,136,6.5,"104,693","45,637","59,056",6.5,15.0,"131,607","44,850","86,757",6.4,18.8,"-26,914",-3.8,30.0,32,32,"10,247"
h. 500 to 999,539,756,"512,892","520,494",25,3.3,41,5.4,"77,452","16,964","60,488",3.3,14.9,"92,656","28,732","63,924",5.5,17.8,"-15,204",-2.9,29.8,11,11,"7,490"
i. 1000+,310,480,"1,180,546","1,208,554",18,3.7,21,4.4,"137,737","31,719","106,018",2.6,11.4,"193,754","36,940","156,814",3.1,16.0,"-56,017",-4.6,22.8,5,5,"7,593"
m. ALL,"425,930","488,909","8,233,915","8,208,572","76,939",15.7,"77,362",15.7,"1,695,815","691,824","1,003,991",8.4,20.7,"1,645,128","666,518","978,610",8.1,20.0,"50,687",0.7,40.0,"45,723","45,872","290,837"
,,1982,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"235,525","253,600","653,831","585,562","56,033",22.5,"42,384",17.0,"262,115","109,723","152,392",18.7,44.8,"125,576","78,782","46,794",13.5,21.4,"136,539",23.4,42.8,"24,081","24,090","45,076"
b. 5 to 9,"93,880","110,631","744,566","716,455","16,536",15.3,"10,370",9.6,"217,580","107,262","110,318",15.0,30.4,"161,358","67,409","93,949",9.4,22.5,"56,222",7.9,45.0,"5,786","5,793","37,775"
c. 10 to 19,"56,267","69,629","950,027","926,111","8,323",12.2,"5,655",8.3,"249,315","110,072","139,243",11.9,26.9,"201,482","75,199","126,283",8.1,21.8,"47,833",5.1,43.6,"2,988","2,990","39,420"
d. 20 to 49,"33,743","46,725","1,411,109","1,395,185","4,517",9.8,"3,243",7.0,"312,160","133,701","178,459",9.6,22.4,"280,312","96,468","183,844",6.9,20.1,"31,848",2.3,40.2,"1,524","1,528","44,499"
e. 50 to 99,"10,811","15,989","1,074,561","1,072,254","1,279",8.1,934,5.9,"202,985","86,502","116,483",8.1,18.9,"198,370","63,481","134,889",5.9,18.5,"4,615",0.4,37.0,384,384,"26,009"
f. 100 to 249,"4,986","7,976","1,139,483","1,153,877",602,7.6,467,5.9,"197,297","88,126","109,171",7.6,17.1,"226,085","69,464","156,621",6.0,19.6,"-28,788",-2.5,34.2,150,151,"22,131"
g. 250 to 499,"1,389","2,178","721,004","719,938",141,6.6,84,3.9,"123,460","49,322","74,138",6.9,17.1,"121,328","28,545","92,783",4.0,16.9,"2,132",0.2,33.8,23,23,"7,547"
h. 500 to 999,544,750,"488,725","495,818",40,5.4,20,2.7,"59,654","25,637","34,017",5.2,12.0,"73,841","13,799","60,042",2.8,14.9,"-14,187",-2.9,24.0,5,5,"3,220"
i. 1000+,328,514,"1,328,599","1,299,976",44,8.8,11,2.2,"256,921","191,676","65,245",14.7,19.8,"199,675","35,176","164,499",2.7,15.4,"57,246",4.4,30.8,3,3,"6,005"
m. ALL,"437,473","507,992","8,511,905","8,365,176","87,515",17.5,"63,168",12.7,"1,881,487","902,021","979,466",10.8,22.5,"1,588,027","528,323","1,059,704",6.3,19.0,"293,460",3.5,38.0,"34,944","34,967","231,682"
,,1983,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"246,850","265,293","676,327","619,163","47,235",18.1,"43,143",16.5,"243,816","89,444","154,372",14.4,39.4,"129,487","81,299","48,188",13.1,20.9,"114,329",18.5,41.8,"27,988","28,077","53,522"
b. 5 to 9,"94,440","112,083","767,601","746,105","12,425",11.2,"10,435",9.4,"199,030","80,336","118,694",10.8,26.7,"156,037","67,807","88,230",9.1,20.9,"42,993",5.8,41.8,"6,697","6,733","43,631"
c. 10 to 19,"55,028","68,496","927,280","919,293","6,012",8.8,"5,240",7.7,"202,735","79,576","123,159",8.7,22.1,"186,760","69,974","116,786",7.6,20.3,"15,975",1.8,40.6,"3,172","3,195","42,381"
d. 20 to 49,"32,876","45,867","1,390,634","1,385,881","3,438",7.5,"3,140",6.9,"276,463","102,653","173,810",7.4,19.9,"266,957","94,205","172,752",6.8,19.3,"9,506",0.6,38.6,"1,608","1,619","47,581"
e. 50 to 99,"10,388","15,338","1,036,590","1,044,459",987,6.4,964,6.3,"179,372","67,315","112,057",6.4,17.2,"195,109","65,469","129,640",6.3,18.7,"-15,737",-1.5,34.4,374,379,D
f. 100 to 249,"4,812","7,469","1,077,096","1,094,817",500,6.6,442,5.8,"180,233","73,103","107,130",6.7,16.5,"215,674","66,515","149,159",6.1,19.7,"-35,441",-3.2,33.0,143,143,"20,867"
g. 250 to 499,"1,328","2,171","693,020","714,770",129,5.9,88,4.1,"108,293","44,025","64,268",6.2,15.2,"151,793","30,303","121,490",4.2,21.2,"-43,500",-6.0,30.4,20,20,"6,730"
h. 500 to 999,541,774,"483,063","500,377",47,6.1,28,3.7,"65,043","32,554","32,489",6.5,13.0,"99,672","20,343","79,329",4.1,19.9,"-34,629",-6.9,26.0,2,2,D
i. 1000+,333,525,"1,127,168","1,297,551",18,3.4,20,3.8,"106,950","32,276","74,674",2.5,8.2,"447,716","69,702","378,014",5.4,34.5,"-340,766",-26.3,16.4,4,4,"8,834"
m. ALL,"446,596","518,016","8,178,779","8,322,416","70,791",13.8,"63,500",12.4,"1,561,935","601,282","960,653",7.2,18.8,"1,849,205","565,617","1,283,588",6.8,22.2,"-287,270",-3.4,37.6,"40,008","40,172","250,539"
,,1984,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"259,940","278,372","751,301","660,910","54,039",19.8,"41,872",15.4,"299,353","103,512","195,841",15.7,45.3,"118,571","77,592","40,979",11.7,17.9,"180,782",27.4,35.8,"27,122","27,156","50,417"
b. 5 to 9,"97,854","116,067","849,766","793,612","14,225",12.5,"10,268",9.0,"251,324","92,635","158,689",11.7,31.7,"139,016","66,742","72,274",8.4,17.5,"112,308",14.2,35.0,"6,260","6,293","40,694"
c. 10 to 19,"55,939","70,062","1,023,497","969,344","7,177",10.4,"5,126",7.4,"264,955","94,939","170,016",9.8,27.3,"156,649","68,022","88,627",7.0,16.2,"108,306",11.1,32.4,"2,983","2,999","39,772"
d. 20 to 49,"33,367","46,326","1,506,439","1,436,444","4,108",9.0,"2,929",6.4,"350,871","121,378","229,493",8.4,24.4,"210,881","86,884","123,997",6.0,14.7,"139,990",9.7,29.4,"1,510","1,533","44,789"
e. 50 to 99,"10,641","15,879","1,144,514","1,103,441","1,226",7.8,875,5.6,"235,094","83,206","151,888",7.5,21.3,"152,947","59,300","93,647",5.4,13.9,"82,147",7.4,27.8,352,353,D
f. 100 to 249,"4,858","7,726","1,206,298","1,166,220",580,7.6,382,5.0,"242,239","87,296","154,943",7.5,20.8,"162,082","57,033","105,049",4.9,13.9,"80,157",6.9,27.8,115,115,"16,188"
g. 250 to 499,"1,297","2,081","700,106","694,310",120,5.9,70,3.4,"113,965","40,375","73,590",5.8,16.4,"102,372","23,546","78,826",3.4,14.7,"11,593",1.7,29.4,17,17,"5,717"
h. 500 to 999,544,783,"521,662","525,283",32,4.1,24,3.1,"69,208","21,080","48,128",4.0,13.2,"76,451","15,637","60,814",3.0,14.6,"-7,243",-1.4,26.4,4,4,"2,639"
i. 1000+,328,504,"1,133,648","1,152,444",17,3.4,8,1.6,"115,763","40,187","75,576",3.5,10.0,"153,356","24,122","129,234",2.1,13.3,"-37,593",-3.3,20.0,2,2,D
m. ALL,"464,768","537,800","8,837,231","8,502,008","81,524",15.4,"61,554",11.7,"1,942,772","684,608","1,258,164",8.1,22.9,"1,272,325","478,878","793,447",5.6,15.0,"670,447",7.9,30.0,"38,365","38,472","232,865"
,,1985,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"264,175","282,515","758,533","668,230","55,930",20.3,"41,782",15.2,"304,233","105,494","198,739",15.8,45.5,"123,627","78,087","45,540",11.7,18.5,"180,606",27.0,37.0,"27,169","27,244","51,201"
b. 5 to 9,"102,467","120,796","858,831","818,343","14,156",11.9,"11,199",9.4,"238,721","92,444","146,277",11.3,29.2,"157,745","73,196","84,549",8.9,19.3,"80,976",9.9,38.6,"6,750","6,799","44,311"
c. 10 to 19,"60,346","74,230","1,053,216","1,018,112","7,471",10.1,"6,285",8.5,"256,850","99,052","157,798",9.7,25.2,"186,641","83,094","103,547",8.2,18.3,"70,209",6.9,36.6,"3,433","3,451","45,517"
d. 20 to 49,"36,771","49,714","1,548,773","1,518,747","4,224",8.5,"3,730",7.5,"332,221","126,012","206,209",8.3,21.9,"272,169","112,451","159,718",7.4,17.9,"60,052",4.0,35.8,"1,860","1,871","55,364"
e. 50 to 99,"11,915","17,268","1,200,403","1,193,833","1,192",6.9,"1,241",7.2,"223,881","80,599","143,282",6.8,18.8,"210,741","85,616","125,125",7.2,17.7,"13,140",1.1,35.4,438,441,"29,236"
f. 100 to 249,"5,564","8,613","1,274,662","1,285,503",545,6.3,617,7.1,"220,288","81,186","139,102",6.3,17.1,"241,969","90,122","151,847",7.0,18.8,"-21,681",-1.7,34.2,206,206,"29,739"
g. 250 to 499,"1,495","2,300","780,535","775,577",136,5.9,115,5.0,"126,772","45,362","81,410",5.8,16.3,"116,856","38,097","78,759",4.9,15.1,"9,916",1.2,30.2,41,41,"13,428"
h. 500 to 999,564,816,"538,233","551,700",31,3.8,38,4.6,"63,585","21,081","42,504",3.8,11.5,"90,520","26,987","63,533",4.9,16.4,"-26,935",-4.9,23.0,11,11,"8,146"
i. 1000+,342,516,"1,246,202","1,252,087",18,3.5,17,3.3,"156,003","58,262","97,741",4.7,12.5,"167,772","31,682","136,090",2.5,13.4,"-11,769",-0.9,25.0,3,3,"5,705"
m. ALL,"483,639","556,768","9,259,388","9,082,132","83,703",15.3,"65,024",11.9,"1,922,554","709,492","1,213,062",7.8,21.2,"1,568,040","619,332","948,708",6.8,17.3,"354,514",3.9,34.6,"39,911","40,067","282,647"
,,1986,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"272,025","290,566","768,785","681,180","59,096",20.8,"45,074",15.9,"307,686","112,921","194,765",16.6,45.2,"132,476","84,029","48,447",12.3,19.4,"175,210",25.8,38.8,"29,182","29,192","54,626"
b. 5 to 9,"106,288","124,604","874,107","831,301","16,367",13.4,"11,367",9.3,"249,578","107,484","142,094",12.9,30.0,"163,966","74,405","89,561",9.0,19.7,"85,612",10.3,39.4,"7,199","7,211","47,169"
c. 10 to 19,"63,581","79,188","1,107,649","1,070,305","8,817",11.3,"6,223",8.0,"276,962","117,700","159,262",11.0,25.9,"202,273","83,359","118,914",7.8,18.9,"74,689",7.0,37.8,"3,741","3,752","50,071"
d. 20 to 49,"39,008","52,631","1,628,701","1,589,823","5,155",9.9,"3,756",7.2,"365,558","155,334","210,224",9.8,23.0,"287,802","112,470","175,332",7.1,18.1,"77,756",4.9,36.2,"1,976","1,995","58,505"
e. 50 to 99,"12,669","18,327","1,259,379","1,239,363","1,634",9.0,"1,122",6.2,"252,211","111,351","140,860",9.0,20.4,"212,178","76,994","135,184",6.2,17.1,"40,033",3.3,34.2,511,521,"35,554"
f. 100 to 249,"5,954","9,111","1,337,807","1,337,240",721,8.0,511,5.7,"236,441","104,572","131,869",7.8,17.7,"235,306","75,976","159,330",5.7,17.6,"1,135",0.1,35.2,183,183,"26,669"
g. 250 to 499,"1,554","2,412","807,618","814,395",145,6.0,138,5.7,"127,897","49,351","78,546",6.1,15.7,"141,450","47,275","94,175",5.8,17.4,"-13,553",-1.7,31.4,51,51,"17,627"
h. 500 to 999,588,863,"578,764","578,360",45,5.3,26,3.0,"82,941","30,461","52,480",5.3,14.3,"82,133","17,110","65,023",3.0,14.2,808,0.1,28.4,7,7,"4,348"
i. 1000+,351,533,"1,242,495","1,283,240",19,3.6,19,3.6,"122,167","41,655","80,512",3.2,9.5,"203,657","38,412","165,245",3.0,15.9,"-81,490",-6.4,19.0,4,4,"4,989"
m. ALL,"502,018","578,235","9,605,305","9,425,207","91,999",16.2,"68,236",12.0,"2,021,441","830,829","1,190,612",8.8,21.4,"1,661,241","610,030","1,051,211",6.5,17.6,"360,200",3.8,35.2,"42,854","42,916","299,558"
,,1987,,,,,,,,,,,,,,,,,,,,,,
