Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0,0,0,0,D,,,D,,,,
b) 1,648,586,D,D,D,D,D,D,,,,
c) 2,294,D,D,617,D,D,D,,D,,,
d) 3,220,D,D,331,D,200,D,149,D,D,,
e) 4,193,D,245,429,294,D,4,D,D,,,
f) 5,134,231,D,D,199,D,D,D,D,,,
g) 6 to 10,209,440,D,631,446,418,D,0,150,D,D,D
h) 11 to 15,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,583,973,"1,479","2,209","1,569","1,805","1,009","1,143","1,586",D,D,D
m) ALL,"2,281","3,277","3,674","5,198","3,003","2,999","1,328","1,685","2,003",648,551,"4,415"
,           1985,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,D,0,0,0,D,,D,,,,,
b) 1,D,606,610,D,377,13,D,D,D,D,D,
c) 2,279,430,D,D,D,212,232,D,,,,
d) 3,237,D,D,421,D,D,D,D,D,,,
e) 4,163,D,D,D,D,D,D,D,D,D,,
f) 5,133,270,D,D,60,D,D,D,D,,,
g) 6 to 10,346,559,663,640,489,467,499,D,D,14,D,D
h) 11 to 15,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,503,851,"1,176","2,028","1,557","1,618","2,531",866,"2,322","1,019",D,D
m) ALL,"2,134","3,317","3,759","4,615","3,153","3,064","4,141","1,273","2,625","1,037",424,"3,851"
,           1986,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0,0,0,0,D,D,,,,,,
b) 1,563,709,588,627,D,D,,D,D,D,,D
c) 2,286,445,452,D,136,135,D,D,D,D,,
d) 3,238,354,D,301,231,D,D,D,,,,
e) 4,170,287,258,D,D,D,D,D,D,,,
f) 5,146,D,206,D,242,245,D,D,D,,,
g) 6 to 10,452,817,D,840,589,959,34,D,"3,834",D,D,D
h) 11 to 15,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,499,D,"1,357","2,085","1,788",D,"1,685","1,839",D,983,D,"5,497"
m) ALL,"2,354","3,719","3,939","4,926","3,535","4,152","1,749","2,195","6,302",989,901,"5,507"
,           1987,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0,0,0,0,D,0,D,D,,,,
b) 1,537,769,632,D,522,D,D,,,D,,D
c) 2,304,511,D,449,216,D,D,,,D,D,
d) 3,189,343,310,D,78,65,D,D,D,D,,D
e) 4,188,278,382,D,D,57,D,D,,,,
f) 5,108,222,D,D,266,265,D,D,D,,,D
g) 6 to 10,548,930,"1,214","1,346","1,040",994,D,D,D,D,D,D
h) 11 to 15,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,456,816,"1,292","2,454","2,183","3,328","3,003",D,"3,459",D,D,"5,835"
m) ALL,"2,330","3,869","4,604","5,891","4,352","5,301","3,742","3,422","3,821","2,414",742,"5,848"
,           1988,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0,0,0,0,0,D,D,,,,,
b) 1,599,D,D,666,356,D,30,D,,D,,
c) 2,321,518,D,430,D,130,D,,,,,D
d) 3,256,397,523,D,D,D,,D,D,,,D
e) 4,165,D,D,D,143,D,D,D,D,D,D,
f) 5,139,D,259,287,106,D,D,D,,,,D
g) 6 to 10,511,954,"1,110","1,202",979,739,D,D,D,18,D,D
h) 11 to 15,81,D,209,D,209,312,D,D,D,D,D,D
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,388,785,"1,254","1,712","1,669","1,697","3,613","1,211","2,154",D,D,"7,381"
m) ALL,"2,460","4,066","5,003","5,040","4,039","3,481","3,825","4,709","2,869","1,995",238,"7,396"
,           1989,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,D,0,0,0,0,D,D,,D,,,
b) 1,D,956,930,802,171,324,D,D,D,,D,
c) 2,334,D,D,541,D,32,D,59,,D,,
d) 3,222,453,D,557,D,557,D,,D,,,D
e) 4,207,D,380,489,334,D,,,D,,,
f) 5,130,241,D,D,D,D,D,D,D,D,D,
g) 6 to 10,519,829,"1,175","1,113",793,"1,054",D,D,D,D,D,1
h) 11 to 15,116,287,445,D,358,510,D,40,D,,D,D
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,321,717,"1,048","1,829","1,448","2,686","1,867","1,559","2,470",D,563,D
m) ALL,"2,342","4,242","5,262","5,905","3,607","5,416","2,753","2,194","3,566","2,900",624,"4,849"
,           1990,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,D,0,0,0,0,D,D,,,,,
b) 1,D,713,657,776,651,D,D,D,D,,,
c) 2,350,D,603,D,D,104,D,D,D,D,,
d) 3,198,313,393,747,D,D,74,217,,D,,
e) 4,166,259,D,D,D,D,D,D,D,,,D
f) 5,190,D,355,D,D,D,D,D,D,D,,
g) 6 to 10,514,"1,012","1,084","1,317",771,"1,300",D,409,D,D,159,D
h) 11 to 15,232,345,D,671,568,592,D,D,D,D,D,D
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,353,691,"1,077","1,838","1,470","2,465","2,067","1,830","1,926","2,359",D,D
m) ALL,"2,665","4,101","4,958","6,968","4,472","5,612","3,234","2,877","2,368","2,555",553,"5,601"
,           1991,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0,0,D,0,D,0,D,D,,,,
b) 1,656,779,772,747,440,D,D,D,,,,D
c) 2,300,D,449,493,209,D,D,D,D,,,
d) 3,228,D,345,D,D,D,D,D,D,D,,
e) 4,145,310,D,408,265,53,D,D,,D,,
f) 5,108,D,262,D,99,D,D,,D,,,D
g) 6 to 10,469,895,"1,146",904,443,894,388,D,D,D,D,D
h) 11 to 15,259,455,501,711,385,568,808,D,924,D,D,D
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,316,635,"1,145","1,826","1,400","1,867","1,572","1,251","2,030","1,719",927,"4,230"
m) ALL,"2,481","4,222","4,903","6,099","3,498","4,595","4,308","1,712","3,099","1,834",994,"4,522"
,           1992,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0,D,0,0,0,D,D,D,,,,
b) 1,545,837,595,504,262,D,123,D,D,,,
c) 2,331,456,535,D,D,94,366,D,,,D,
d) 3,222,331,D,212,D,D,D,D,D,,,
e) 4,174,310,279,D,D,D,D,D,D,D,,D
f) 5,151,D,D,272,D,D,D,872,D,,,
g) 6 to 10,448,806,"1,092","1,418",732,"1,049",D,117,D,D,,D
h) 11 to 15,293,515,799,846,"1,021","1,506",436,D,D,D,D,D
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,258,534,"1,087","1,782","1,865","2,003","1,776",895,"1,843","2,668",894,"8,839"
m) ALL,"2,422","4,044","4,967","6,055","5,067","5,578","3,094","4,172","3,110","2,800","1,057","9,011"
,           1993,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0,D,0,0,0,D,D,,,,,
b) 1,514,749,D,D,D,D,D,,63,,,D
c) 2,255,453,D,684,22,D,0,D,D,,,
d) 3,261,352,D,460,D,D,D,55,,,D,
e) 4,185,363,D,D,265,368,18,,D,D,,
f) 5,134,237,236,509,249,D,D,D,D,D,,
g) 6 to 10,417,832,"1,101","1,058",627,D,75,20,47,D,D,D
h) 11 to 15,302,573,D,621,D,D,334,160,D,1,D,D
i) 16 to 20,44,D,D,D,D,365,256,D,D,,D,89
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,318,450,784,"1,546","1,037","1,033","1,588",877,"1,208",D,D,"4,759"
m) ALL,"2,430","4,082","4,642","5,860","3,354","4,142","2,457","1,112","1,995","1,796",753,"5,000"
,           1994,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,D,0,0,0,0,D,D,D,D,,,
b) 1,D,D,D,388,169,D,762,D,,,,
c) 2,236,348,D,D,232,75,D,D,D,D,,D
d) 3,241,286,D,D,398,38,D,D,D,,,
e) 4,240,D,D,225,D,D,D,D,,D,D,
f) 5,166,D,D,D,D,D,D,,D,,,
g) 6 to 10,432,771,879,"1,165",671,484,D,455,D,D,,D
h) 11 to 15,223,541,585,716,D,305,322,D,D,D,D,D
i) 16 to 20,76,D,D,D,D,497,D,D,D,D,33,D
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,247,409,D,"1,412",710,"1,149","1,250",704,847,"2,025",D,"3,090"
m) ALL,"2,420","3,578","3,899","5,037","3,039","2,808","3,226","1,910","2,595","2,269",362,"3,128"
,           1995,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0,0,0,0,0,,,,,,,
b) 1,471,D,D,D,216,186,D,D,D,D,,D
c) 2,230,374,190,D,D,49,D,D,D,,,
d) 3,183,261,274,129,190,D,D,D,D,D,,D
e) 4,155,D,198,D,25,66,157,D,D,D,,D
f) 5,133,199,203,260,152,D,D,D,,,,
g) 6 to 10,441,763,812,"1,150",669,541,D,95,368,D,D,D
h) 11 to 15,253,475,648,691,D,D,117,D,168,29,D,D
i) 16 to 20,105,D,D,D,D,209,182,D,D,D,D,D
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,208,435,572,"1,059",705,955,"1,173","1,233","1,623",D,D,"3,398"
m) ALL,"2,179","3,546","3,612","4,361","2,722","2,905","2,517","1,777","2,876","1,801",396,"3,726"
,           1996,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0,0,0,0,0,0,,,,,,
b) 1,458,D,D,D,337,D,,D,,,,
c) 2,237,382,290,331,271,D,D,D,D,D,D,
d) 3,180,D,D,D,29,61,D,D,,,,
e) 4,157,207,179,304,37,D,D,D,D,D,,D
f) 5,201,194,D,182,D,D,268,D,D,D,D,
g) 6 to 10,452,740,D,934,D,D,189,84,D,47,D,8
h) 11 to 15,233,401,624,656,486,D,406,D,D,D,D,D
i) 16 to 20,142,272,D,467,D,452,125,91,388,35,28,D
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,214,335,552,947,494,"1,468",D,"1,209",985,D,"1,603","4,020"
m) ALL,"2,274","3,304","3,452","4,460","2,674","3,647","2,349","1,564","1,649","1,768","2,117","4,233"
,           1997,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0,0,D,0,D,D,,,,,,
b) 1,449,497,523,647,D,D,244,,,,,
c) 2,215,282,374,D,405,D,D,D,D,D,,
d) 3,210,D,313,246,D,D,D,D,D,D,D,
e) 4,132,D,227,D,D,78,D,D,,,,D
f) 5,115,D,D,D,D,39,153,D,D,,,D
g) 6 to 10,498,646,852,954,724,611,232,154,D,D,D,D
h) 11 to 15,247,408,620,714,D,638,D,76,36,36,D,D
i) 16 to 20,201,299,434,615,741,"1,253",540,140,D,D,D,D
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,234,401,568,"1,413","1,004","1,357",924,629,"1,573","3,140","1,427","3,599"
m) ALL,"2,301","3,111","4,098","5,111","3,757","4,049","2,432","1,064","4,516","3,633","1,657","4,063"
,           1998,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,D,0,0,0,0,D,D,,D,,,
b) 1,D,D,D,480,101,270,D,D,,,,
c) 2,262,345,372,383,301,D,23,,,,D,
d) 3,174,D,238,302,122,420,D,D,D,,,
e) 4,135,156,D,198,91,D,D,D,D,D,D,
f) 5,128,217,176,289,22,50,D,D,,D,D,D
g) 6 to 10,402,799,777,D,D,D,107,D,D,,D,D
h) 11 to 15,249,D,D,690,D,483,D,D,D,89,D,D
i) 16 to 20,192,D,302,454,D,439,113,D,151,D,21,D
j) 21 to 25,49,D,73,D,D,237,D,86,D,D,D,D
k) 26+,,,,,,,,,,,,
l) Left Censored,167,D,471,D,727,"1,038",985,"1,628","1,829","1,318",784,"4,185"
m) ALL,"2,239","3,396","3,549","4,755","2,809","3,359","1,778","2,262","2,570","1,471",871,"4,976"
,           1999,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0,0,0,0,0,0,,,,,,
b) 1,403,488,518,457,427,768,D,D,D,D,,
c) 2,253,302,342,D,76,93,D,D,,,,
d) 3,175,305,D,D,84,130,D,,,,,
e) 4,146,229,299,D,160,67,D,,D,,D,
f) 5,136,D,D,D,148,35,D,D,D,D,D,D
g) 6 to 10,412,675,879,D,378,D,370,D,D,D,D,D
h) 11 to 15,235,473,653,D,D,D,D,78,D,D,D,D
i) 16 to 20,187,D,D,D,D,546,D,D,D,27,12,D
j) 21 to 25,74,91,D,D,D,D,D,116,D,D,0,D
k) 26+,,,,,,,,,,,,
l) Left Censored,214,363,473,D,753,"1,022",793,948,"1,113","1,615",253,D
m) ALL,"2,235","3,482","4,201","4,613","3,048","3,665","2,242","1,848","1,740","1,818",351,"5,015"
,           2000,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0,0,0,0,0,D,D,,,D,,
b) 1,D,D,520,319,D,316,D,,,,D,D
c) 2,D,354,296,513,195,D,42,,D,D,,
d) 3,192,D,D,533,49,D,D,D,,,,
e) 4,162,197,D,D,289,D,D,,,,,
f) 5,D,248,D,274,169,69,D,,D,,,D
g) 6 to 10,454,763,781,D,D,310,305,D,D,D,D,D
h) 11 to 15,319,475,693,D,589,439,D,D,D,30,D,D
i) 16 to 20,180,309,D,489,D,483,D,D,D,2,D,109
j) 21 to 25,58,141,D,D,415,D,D,D,172,4,129,196
k) 26+,,,,,,,,,,,,
l) Left Censored,178,363,461,892,738,"1,538",788,838,981,D,892,D
m) ALL,"2,353","3,608","4,223","5,630","3,850","4,229","1,908","1,430","1,925","2,268","1,520","6,469"
,           2001,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0,0,0,0,0,D,,,D,,,
b) 1,434,D,D,D,486,98,,D,,D,,
c) 2,210,D,313,399,D,395,D,D,,,,D
d) 3,158,245,D,334,203,62,D,D,D,,D,
e) 4,132,238,D,224,182,D,D,D,D,,,
f) 5,95,204,D,327,214,113,D,,D,,,D
g) 6 to 10,386,722,760,D,D,D,D,D,D,D,D,D
h) 11 to 15,263,D,607,D,510,D,224,D,D,D,D,148
i) 16 to 20,191,D,D,D,234,740,452,D,D,D,D,D
j) 21 to 25,95,189,262,D,D,509,271,149,D,D,D,D
k) 26+,,,,,,,,,,,,
l) Left Censored,183,327,D,D,D,"1,011","1,077",977,"1,623","1,927",260,"5,791"
m) ALL,"2,147","3,457","4,092","5,346","3,398","3,720","2,503","1,586","2,732","2,779",573,"6,158"
,           2002,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0,0,0,D,0,D,D,,,,,
b) 1,431,558,D,373,D,D,D,,,D,,
c) 2,244,321,313,D,D,D,D,D,D,D,,
d) 3,165,274,D,298,D,75,D,,,,,D
e) 4,143,184,184,357,D,D,D,224,D,,,D
f) 5,104,D,261,238,48,113,D,D,D,,,
g) 6 to 10,412,630,739,775,515,D,D,D,D,,D,8
h) 11 to 15,326,492,580,570,385,"1,079",D,D,7,6,D,D
i) 16 to 20,215,312,379,666,550,413,115,31,D,31,D,D
j) 21 to 25,189,261,324,639,424,404,734,D,D,D,12,D
k) 26+,,,,,,,,,,,,
l) Left Censored,159,D,557,"1,276",857,"2,296","1,412",541,"2,258",D,670,"4,994"
m) ALL,"2,388","3,568","3,861","5,366","3,347","5,500","3,274","1,443","2,649","1,577","1,275","5,567"
,           2003,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0,0,0,0,0,0,D,,D,,,
b) 1,457,598,D,660,436,388,,D,D,,,
c) 2,268,D,D,486,218,D,D,D,,,,
d) 3,228,D,D,467,D,308,D,,D,,D,
e) 4,178,253,D,277,D,327,D,,,,,D
f) 5,125,D,225,187,D,D,34,D,D,,,D
g) 6 to 10,443,767,924,D,778,509,342,167,D,D,371,D
