Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"97,190","105,607","291,352","256,207","23,973",23.3,"17,544",17.1,"120,427","47,335","73,092",18.5,47.0,"50,137","33,687","16,450",13.1,19.6,"70,290",27.4,39.2,"13,348","13,384","25,349"
b. 5 to 9,"38,169","44,237","309,995","292,033","6,464",15.0,"4,113",9.5,"92,539","42,042","50,497",14.4,31.7,"56,615","26,753","29,862",9.2,19.4,"35,924",12.3,38.8,"3,016","3,027","19,612"
c. 10 to 19,"21,244","25,568","359,630","343,221","3,189",12.7,"2,051",8.2,"95,209","41,985","53,224",12.2,27.7,"62,390","27,283","35,107",7.9,18.2,"32,819",9.5,36.4,"1,454","1,466","19,563"
d. 20 to 49,"11,821","15,756","500,251","480,260","1,625",10.5,"1,147",7.4,"118,815","48,534","70,281",10.1,24.7,"78,833","33,777","45,056",7.0,16.4,"39,982",8.3,32.8,677,690,"20,174"
e. 50 to 99,"3,837","5,458","390,248","376,483",477,8.9,311,5.8,"83,662","32,408","51,254",8.6,22.2,"56,131","20,472","35,659",5.4,14.9,"27,531",7.3,29.8,172,174,"11,318"
f. 100 to 249,"1,769","2,552","379,935","372,290",201,8.0,140,5.6,"74,487","29,576","44,911",7.9,20.0,"59,196",D,"39,853",D,15.9,"15,291",4.1,31.8,64,67,"9,378"
g. 250 to 499,417,609,"205,992","207,618",33,5.4,41,6.7,"31,266","11,510","19,756",5.5,15.1,"34,517","14,220","20,297",6.8,16.6,"-3,251",-1.5,30.2,17,17,"5,592"
h. 500 to 999,175,218,"150,177","148,498",11,5.1,8,3.7,"22,635","7,799","14,836",5.3,15.2,"19,276","5,340","13,936",3.6,13.0,"3,359",2.2,26.0,2,2,D
i. 1000+,86,105,"196,098","193,977",4,3.9,1,1.0,"19,287","4,650","14,637",2.4,9.9,"15,045",D,"13,085",D,7.8,"4,242",2.1,15.6,1,1,D
m. ALL,"174,708","200,110","2,783,678","2,670,587","35,977",18.4,"25,356",13.0,"658,327","265,839","392,488",10.0,24.7,"432,140","182,835","249,305",6.8,16.2,"226,187",8.5,32.4,"18,751","18,828","114,655"
,,1980,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"100,337","108,639","284,412","256,277","24,641",23.3,"18,157",17.2,"109,954",D,D,D,42.9,"53,684","34,774","18,910",13.6,20.9,"56,270",22.0,41.8,"13,916","13,945",D
b. 5 to 9,"40,272","46,936","318,552","305,728","6,427",14.0,"4,211",9.2,"88,229","41,690","46,539",13.6,28.9,"62,580","27,345","35,235",8.9,20.5,"25,649",8.4,41.0,"3,077","3,082","20,017"
c. 10 to 19,"22,643","27,131","373,273","363,233","2,992",11.2,"2,210",8.3,"91,962","39,261","52,701",10.8,25.3,"71,882","29,445","42,437",8.1,19.8,"20,080",5.5,39.6,"1,548","1,550","20,544"
d. 20 to 49,"12,829","16,837","523,863","511,728","1,578",9.5,"1,267",7.6,"116,325","47,471","68,854",9.3,22.7,"92,055","37,564","54,491",7.3,18.0,"24,270",4.7,36.0,728,730,"21,122"
e. 50 to 99,"4,164","5,964","406,157","403,357",455,7.7,356,6.0,"73,577","30,875","42,702",7.7,18.2,"67,977","24,357","43,620",6.0,16.9,"5,600",1.3,33.8,193,193,"13,019"
f. 100 to 249,"1,910","2,810","413,814","410,738",177,6.4,111,4.0,"67,110","25,084","42,026",6.1,16.3,"60,957","16,130","44,827",3.9,14.8,"6,153",1.5,29.6,53,53,"7,913"
g. 250 to 499,452,664,"233,813","229,102",36,5.5,24,3.7,"37,044","11,926","25,118",5.2,16.2,"27,621","8,076","19,545",3.5,12.1,"9,423",4.1,24.2,7,7,"2,240"
h. 500 to 999,178,225,"154,064","154,130",8,3.6,6,2.7,"18,803","5,198","13,605",3.4,12.2,"18,934","4,771","14,163",3.1,12.3,-131,-0.1,24.4,4,4,"3,337"
i. 1000+,97,119,"259,679","242,195",3,2.5,4,3.3,"51,159",D,D,D,21.1,"16,191","5,466","10,725",2.3,6.7,"34,968",14.4,13.4,1,1,D
m. ALL,"182,882","209,325","2,967,627","2,876,488","36,317",17.7,"26,346",12.9,"654,163","280,649","373,514",9.8,22.7,"471,881","187,928","283,953",6.5,16.4,"182,282",6.3,32.8,"19,527","19,565","116,242"
,,1981,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"102,167","109,872","295,603","266,749","23,728",21.7,"21,104",19.3,"116,707","46,770","69,937",17.5,43.8,"58,999","40,604","18,395",15.2,22.1,"57,708",21.7,44.2,"14,736","14,758","27,546"
b. 5 to 9,"40,293","47,604","330,632","316,150","6,761",14.4,"5,379",11.4,"96,993","43,889","53,104",13.9,30.7,"68,029","34,866","33,163",11.0,21.5,"28,964",9.2,43.0,"3,304","3,315","21,483"
c. 10 to 19,"22,795","27,463","383,311","373,031","3,143",11.5,"2,776",10.2,"97,984","41,765","56,219",11.2,26.3,"77,424","36,839","40,585",9.9,20.8,"20,560",5.5,41.6,"1,596","1,601","21,154"
d. 20 to 49,"13,121","17,346","541,257","530,614","1,700",9.9,"1,465",8.5,"123,110","51,461","71,649",9.7,23.2,"101,823","43,665","58,158",8.2,19.2,"21,287",4.0,38.4,749,759,"22,557"
e. 50 to 99,"4,207","6,057","415,645","412,164",535,8.9,456,7.6,"81,550","36,986","44,564",9.0,19.8,"74,588","30,757","43,831",7.5,18.1,"6,962",1.7,36.2,195,198,"13,361"
f. 100 to 249,"1,994","2,964","431,928","428,871",223,7.6,175,5.9,"80,845","31,550","49,295",7.4,18.9,"74,730","25,464","49,266",5.9,17.4,"6,115",1.5,34.8,64,64,"9,400"
g. 250 to 499,495,724,"237,134","238,236",55,7.7,33,4.6,"39,108","17,945","21,163",7.5,16.4,"41,311","11,295","30,016",4.7,17.3,"-2,203",-0.9,32.8,9,9,"2,937"
h. 500 to 999,192,239,"153,719","154,518",14,5.9,8,3.4,"20,984","9,355","11,629",6.1,13.6,"22,581","4,995","17,586",3.2,14.6,"-1,597",-1.0,27.2,2,2,D
i. 1000+,117,146,"291,260","296,107",3,2.1,3,2.1,"36,046","6,703","29,343",2.3,12.2,"45,740","4,776","40,964",1.6,15.4,"-9,694",-3.2,24.4,1,1,D
m. ALL,"185,381","212,415","3,080,489","3,016,440","36,162",17.2,"31,399",14.9,"693,327","286,424","406,903",9.5,23.0,"565,225","233,261","331,964",7.7,18.7,"128,102",4.3,37.4,"20,656","20,707","120,733"
,,1982,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"106,466","115,426","301,436","269,810","27,686",24.7,"19,009",17.0,"119,437","55,458","63,979",20.6,44.3,"56,185","36,343","19,842",13.5,20.8,"63,252",23.5,41.6,"11,539","11,543","22,022"
b. 5 to 9,"42,646","50,970","339,819","326,793","7,539",15.2,"4,605",9.3,"96,139","48,670","47,469",14.9,29.4,"70,087","29,853","40,234",9.1,21.4,"26,052",8.0,42.8,"2,724","2,725","17,690"
c. 10 to 19,"23,861","29,101","397,381","384,693","3,716",13.1,"2,317",8.1,"107,212","49,042","58,170",12.7,27.9,"81,836","31,019","50,817",8.1,21.3,"25,376",6.6,42.6,"1,349","1,351","17,976"
d. 20 to 49,"13,935","18,714","551,557","550,619","2,011",10.9,"1,330",7.2,"120,530","60,836","59,694",11.0,21.9,"118,654","39,730","78,924",7.2,21.5,"1,876",0.4,43.0,675,679,"20,073"
e. 50 to 99,"4,438","6,431","420,080","420,545",640,10.2,359,5.7,"81,552","43,380","38,172",10.3,19.4,"82,482","24,425","58,057",5.8,19.6,-930,-0.2,38.8,166,166,"10,972"
f. 100 to 249,"2,065","3,200","449,009","452,317",254,8.0,168,5.3,"74,443","37,316","37,127",8.2,16.5,"81,058","23,326","57,732",5.2,17.9,"-6,615",-1.4,33.0,84,84,"11,930"
g. 250 to 499,504,704,"224,500","231,010",45,6.4,35,5.0,"30,785","15,877","14,908",6.9,13.3,"43,805","11,639","32,166",5.0,19.0,"-13,020",-5.7,26.6,12,12,"4,052"
h. 500 to 999,203,258,"164,695","168,005",10,3.9,10,3.9,"21,137","7,014","14,123",4.2,12.6,"27,757","6,061","21,696",3.6,16.5,"-6,620",-3.9,25.2,2,2,D
i. 1000+,132,155,"292,032","305,356",6,3.9,4,2.6,"30,541","12,702","17,839",4.2,10.0,"57,191","5,560","51,631",1.8,18.7,"-26,650",-8.7,20.0,1,1,D
m. ALL,"194,250","224,959","3,140,509","3,109,148","41,907",19.1,"27,837",12.7,"681,776","330,295","351,481",10.6,21.9,"619,055","207,956","411,099",6.7,19.9,"62,721",2.0,39.8,"16,552","16,563","107,951"
,,1983,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"111,384","120,855","316,935","289,844","24,956",21.0,"21,761",18.3,"117,002","48,482","68,520",16.7,40.4,"62,820",D,"20,200",D,21.7,"54,182",18.7,43.4,"14,100","14,132","27,325"
b. 5 to 9,"43,114","52,132","352,897","342,660","6,532",12.7,"5,428",10.5,"93,000","42,052","50,948",12.3,27.1,"72,525","35,092","37,433",10.2,21.2,"20,475",5.9,42.4,"3,219","3,238","20,936"
c. 10 to 19,"23,896","29,394","398,189","393,824","2,940",10.0,"2,687",9.2,"91,527","38,828","52,699",9.9,23.2,"82,796","35,842","46,954",9.1,21.0,"8,731",2.2,42.0,"1,531","1,535","20,403"
d. 20 to 49,"13,298","18,097","560,640","557,191","1,571",8.7,"1,484",8.2,"116,263","46,890","69,373",8.4,20.9,"109,364","43,915","65,449",7.9,19.6,"6,899",1.3,39.2,753,755,"22,273"
e. 50 to 99,"4,371","6,306","422,568","423,707",529,8.4,423,6.8,"77,343","36,414","40,929",8.6,18.3,"79,620","28,380","51,240",6.7,18.8,"-2,277",-0.5,36.6,182,186,"12,283"
f. 100 to 249,"2,046","3,125","438,005","445,809",244,7.7,201,6.4,"71,154","36,663","34,491",8.2,16.0,"86,762","28,521","58,241",6.4,19.5,"-15,608",-3.5,32.0,59,59,"8,475"
g. 250 to 499,490,660,"206,950","215,636",43,6.5,39,5.9,"26,404","14,209","12,195",6.6,12.2,"43,776","13,723","30,053",6.4,20.3,"-17,372",-8.1,24.4,11,11,"4,135"
h. 500 to 999,218,270,"168,903","174,364",12,4.5,6,2.2,"17,142","7,581","9,561",4.3,9.8,"28,063","3,820","24,243",2.2,16.1,"-10,921",-6.3,19.6,3,3,"1,790"
i. 1000+,119,145,"280,361","296,711",3,2.1,1,0.7,"19,397","4,660","14,737",1.6,6.5,"52,097",D,"50,353",D,17.6,"-32,700",-11.1,13.0,,,
m. ALL,"198,936","230,984","3,145,448","3,139,746","36,830",16.2,"32,030",14.1,"629,232","275,779","353,453",8.8,20.0,"617,823","233,657","384,166",7.4,19.7,"11,409",0.3,39.4,"19,858","19,919","117,620"
,,1984,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"120,454","129,879","354,341","310,287","30,064",24.1,"20,207",16.2,"144,745","59,210","85,535",19.1,46.6,"56,636","38,151","18,485",12.3,18.3,"88,109",28.3,36.6,"14,264","14,314","26,855"
b. 5 to 9,"46,678","56,392","398,389","372,016","7,913",14.5,"4,498",8.2,"116,457","51,225","65,232",13.8,31.3,"63,711","28,952","34,759",7.8,17.1,"52,746",14.2,34.2,"3,011","3,022","19,439"
c. 10 to 19,"25,060","31,012","441,521","416,743","3,856",12.8,"2,196",7.3,"118,044","50,686","67,358",12.2,28.3,"68,487","29,344","39,143",7.0,16.4,"49,557",11.9,32.8,"1,405","1,418","18,901"
d. 20 to 49,"13,865","18,822","613,268","582,109","1,953",10.6,"1,227",6.6,"149,352","58,376","90,976",10.0,25.7,"87,033","37,085","49,948",6.4,15.0,"62,319",10.7,30.0,685,690,"20,541"
e. 50 to 99,"4,528","6,632","475,037","452,365",680,10.5,345,5.3,"108,723","46,644","62,079",10.3,24.0,"63,379","23,493","39,886",5.2,14.0,"45,344",10.0,28.0,170,170,D
f. 100 to 249,"2,113","3,271","489,304","476,416",278,8.7,168,5.2,"97,076","40,968","56,108",8.6,20.4,"71,299",D,"46,891",D,15.0,"25,777",5.4,30.0,48,48,"7,350"
g. 250 to 499,498,702,"237,685","233,943",46,6.7,22,3.2,"42,506","16,022","26,484",6.8,18.2,"35,022","7,390","27,632",3.2,15.0,"7,484",3.2,30.0,10,10,"3,289"
h. 500 to 999,206,279,"180,957","180,784",16,5.9,5,1.8,"23,104","10,660","12,444",5.9,12.8,"22,760","3,303","19,457",1.8,12.6,344,0.2,25.2,1,1,D
i. 1000+,123,145,"305,986","298,096",8,5.6,2,1.4,"40,221","23,460","16,761",7.9,13.5,"24,441",D,"19,661",D,8.2,"15,780",5.3,16.4,,,
m. ALL,"213,525","247,134","3,496,488","3,322,759","44,814",18.7,"28,670",12.0,"840,228","357,251","482,977",10.8,25.3,"492,768","196,906","295,862",5.9,14.8,"347,460",10.5,29.6,"19,594","19,673","108,466"
,,1985,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"124,238","133,893","373,462","326,072","30,202",23.3,"21,863",16.8,"157,300","58,683","98,617",18.0,48.2,"62,520","41,551","20,969",12.7,19.2,"94,780",29.0,38.4,"15,464","15,488","29,052"
b. 5 to 9,"49,106","59,343","411,489","391,723","7,930",13.6,"5,466",9.4,"114,103","51,225","62,878",13.1,29.1,"74,571","35,389","39,182",9.0,19.0,"39,532",10.1,38.0,"3,598","3,618","23,388"
c. 10 to 19,"26,922","33,348","468,204","449,548","3,810",11.6,"2,735",8.3,"119,520","50,380","69,140",11.2,26.6,"82,207","36,121","46,086",8.0,18.3,"37,313",8.3,36.6,"1,775","1,780","23,515"
d. 20 to 49,"15,327","20,589","650,479","630,802","2,031",10.0,"1,556",7.6,"150,620","61,218","89,402",9.7,23.9,"111,265","46,710","64,555",7.4,17.6,"39,355",6.3,35.2,894,897,"26,435"
e. 50 to 99,"5,053","7,312","502,556","496,923",641,8.8,522,7.2,"101,358","44,062","57,296",8.9,20.4,"90,092","36,099","53,993",7.3,18.1,"11,266",2.3,36.2,235,237,"16,428"
f. 100 to 249,"2,370","3,637","527,841","528,928",278,7.7,233,6.4,"91,471","39,575","51,896",7.5,17.3,"93,645","33,676","59,969",6.4,17.7,"-2,174",-0.4,34.6,84,84,"12,288"
g. 250 to 499,567,783,"255,340","260,109",55,7.1,43,5.5,"36,737","18,680","18,057",7.2,14.1,"46,275","14,743","31,532",5.7,17.8,"-9,538",-3.7,28.2,16,16,"5,121"
h. 500 to 999,225,306,"200,009","200,968",11,3.6,6,2.0,"22,431","7,447","14,984",3.7,11.2,"24,349","3,697","20,652",1.8,12.1,"-1,918",-0.9,22.4,2,2,D
i. 1000+,132,157,"307,155","318,235",4,2.6,3,1.9,"22,600","6,725","15,875",2.1,7.1,"44,759","6,206","38,553",2.0,14.1,"-22,159",-7.0,14.2,2,2,D
m. ALL,"223,940","259,368","3,696,535","3,603,308","44,962",17.8,"32,427",12.8,"816,140","337,995","478,145",9.4,22.6,"629,683","254,192","375,491",7.1,17.5,"186,457",5.1,35.0,"22,070","22,124","140,167"
,,1986,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"129,642","139,269","373,652","331,418","31,718",23.4,"23,037",17.0,"150,712","61,640","89,072",18.6,45.5,"66,243",D,"22,360",D,20.0,"84,469",25.5,40.0,"16,284","16,286",D
b. 5 to 9,"51,570","62,411","431,597","411,074","8,433",13.8,"5,653",9.3,"120,657","54,853","65,804",13.3,29.4,"79,611","36,661","42,950",8.9,19.4,"41,046",10.0,38.8,"3,815","3,821","24,715"
c. 10 to 19,"28,376","35,270","492,606","475,142","4,076",11.7,"2,943",8.5,"125,762","54,268","71,494",11.4,26.5,"90,833","39,108","51,725",8.2,19.1,"34,929",7.4,38.2,"1,873","1,883","24,973"
d. 20 to 49,"16,351","21,881","681,810","666,160","2,205",10.2,"1,726",8.0,"156,516","66,400","90,116",10.0,23.5,"125,216","52,177","73,039",7.8,18.8,"31,300",4.7,37.6,981,986,"29,162"
e. 50 to 99,"5,304","7,823","544,652","530,199",775,10.1,495,6.4,"116,063","52,396","63,667",9.9,21.9,"87,157","33,372","53,785",6.3,16.4,"28,906",5.5,32.8,246,246,"16,414"
f. 100 to 249,"2,593","3,916","566,217","559,858",359,9.4,203,5.3,"107,018","51,980","55,038",9.3,19.1,"94,299","30,618","63,681",5.5,16.8,"12,719",2.3,33.6,72,72,"10,664"
g. 250 to 499,625,866,"280,455","283,767",67,7.9,40,4.7,"45,368","22,589","22,779",8.0,16.0,"51,992","13,060","38,932",4.6,18.3,"-6,624",-2.3,32.0,16,16,"5,512"
h. 500 to 999,224,302,"192,483","199,158",15,5.0,13,4.3,"24,348","10,485","13,863",5.3,12.2,"37,697","8,749","28,948",4.4,18.9,"-13,349",-6.7,24.4,4,4,"2,728"
i. 1000+,133,166,"320,004","330,809",4,2.4,2,1.2,"19,515","5,215","14,300",1.6,5.9,"41,124",D,"39,011",D,12.4,"-21,609",-6.5,11.8,2,2,D
m. ALL,"234,818","271,904","3,883,476","3,787,585","47,652",17.9,"34,112",12.8,"865,959","379,826","486,133",10.0,22.9,"674,172","259,741","414,431",6.9,17.8,"191,787",5.1,35.6,"23,293","23,316","147,210"
,,1987,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"136,292","146,587","393,734","347,440","35,019",24.6,"24,600",17.3,"162,974","67,577","95,397",19.4,46.9,"70,385","47,308","23,077",13.6,20.3,"92,589",26.6,40.6,"17,976","18,053",D
