l) Left Censored,"110,655","137,139","3,271,536","3,265,964","2,119",1.5,"12,760",8.9,"370,713","17,775","352,938",0.5,11.4,"359,568","121,663","237,905",3.7,11.0,"11,145",0.4,22.0,"8,310","8,347","52,112"
m. ALL,"160,970","195,638","3,835,848","3,748,616","23,964",12.3,"20,216",10.4,"625,519","199,183","426,336",5.3,16.7,"451,054","168,010","283,044",4.5,12.0,"174,465",4.7,24.0,"13,359","13,402","75,508"
,,1980,,,,,,,,,,,,,,,,,,,,,,
Estab Age,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a) 0,"17,613","19,271","159,621","80,025","19,126",198.5,0,0.0,"159,193","159,193",0,198.9,198.9,0,0,0,0.0,0.0,"159,193",198.9,0.0,,,
b) 1,"15,092","17,043","169,352","173,508",9,0.0,"3,982",20.7,"36,788",436,"36,352",0.3,21.2,"45,100","17,644","27,456",10.2,26.0,"-8,312",-4.8,42.4,"2,905","2,909","11,012"
c) 2,"13,149","14,753","145,566","152,506",393,2.5,"2,802",17.5,"25,475","2,197","23,278",1.4,16.7,"39,355","17,382","21,973",11.4,25.8,"-13,880",-9.1,33.4,"1,947","1,948","10,216"
d) 3,"13,655","17,528","209,973","217,533",406,2.2,"2,591",13.9,"30,255","2,953","27,302",1.4,13.9,"45,377","18,566","26,811",8.5,20.9,"-15,122",-7.0,27.8,"1,547","1,560","7,892"
e) 4,,,,,,,,,,,,,,,,,,,,,,,,
f) 5,,,,,,,,,,,,,,,,,,,,,,,,
g) 6 to 10,,,,,,,,,,,,,,,,,,,,,,,,
h) 11 to 15,,,,,,,,,,,,,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,,,,,,,,,,,,,
l) Left Censored,"102,430","127,448","3,091,676","3,180,785","1,770",1.3,"11,115",8.4,"269,578","15,886","253,692",0.5,8.5,"447,798","109,610","338,188",3.4,14.1,"-178,220",-5.6,17.0,"7,347","7,411","46,204"
m. ALL,"161,939","196,043","3,776,188","3,804,357","21,704",11.1,"20,490",10.5,"521,289","180,665","340,624",4.7,13.7,"577,630","163,202","414,428",4.3,15.2,"-56,341",-1.5,27.4,"13,746","13,828","75,324"
,,1981,,,,,,,,,,,,,,,,,,,,,,
Estab Age,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a) 0,"16,531","18,240","174,099","87,261","18,110",198.6,0,0.0,"173,676","173,676",0,199.0,199.0,0,0,0,0.0,0.0,"173,676",199.0,0.0,,,
b) 1,"13,185","14,575","135,255","146,602",0,0.0,"4,279",25.3,"27,289",0,"27,289",0.0,18.6,"49,983","21,544","28,439",14.7,34.1,"-22,694",-15.5,37.2,"2,729","2,729","11,763"
c) 2,"12,338","13,994","151,951","159,802",302,1.9,"3,171",20.4,"25,003","1,331","23,672",0.8,15.6,"40,705","22,014","18,691",13.8,25.5,"-15,702",-9.9,31.2,"1,892","1,893","9,489"
d) 3,"11,045","12,457","132,178","138,662",346,2.5,"2,465",18.1,"18,643","1,972","16,671",1.4,13.4,"31,610","14,388","17,222",10.4,22.8,"-12,967",-9.4,26.8,"1,531","1,533","7,487"
e) 4,"11,681","14,867","182,502","195,655",265,1.6,"2,822",17.4,"19,534","1,092","18,442",0.6,10.0,"45,841","20,739","25,102",10.6,23.4,"-26,307",-13.4,20.0,"1,226","1,234","6,371"
f) 5,,,,,,,,,,,,,,,,,,,,,,,,
g) 6 to 10,,,,,,,,,,,,,,,,,,,,,,,,
h) 11 to 15,,,,,,,,,,,,,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,,,,,,,,,,,,,
l) Left Censored,"92,515","115,182","2,758,993","2,885,034","1,346",1.1,"12,437",10.3,"198,440","10,273","188,167",0.4,6.9,"450,521","144,305","306,216",5.0,15.6,"-252,081",-8.7,13.8,"6,541","6,588","42,198"
m. ALL,"157,295","189,315","3,534,978","3,613,016","20,369",10.6,"25,174",13.1,"462,585","188,344","274,241",5.2,12.8,"618,660","222,990","395,670",6.2,17.1,"-156,075",-4.3,25.6,"13,919","13,977","77,308"
,,1982,,,,,,,,,,,,,,,,,,,,,,
Estab Age,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a) 0,"17,364","20,157","188,023","94,518","20,051",198.9,0,0.0,"187,010","187,010",0,197.9,197.9,0,0,0,0.0,0.0,"187,010",197.9,0.0,,,
b) 1,"13,115","14,750","165,835","169,561",0,0.0,"3,126",18.9,"33,279",0,"33,279",0.0,19.6,"40,731","16,380","24,351",9.7,24.0,"-7,452",-4.4,39.2,"1,985","1,985","10,286"
c) 2,"11,461","12,765","122,860","129,133",530,3.9,"2,227",16.2,"22,231","3,571","18,660",2.8,17.2,"34,777","13,665","21,112",10.6,26.9,"-12,546",-9.7,34.4,"1,373","1,373","7,143"
d) 3,"10,871","12,429","135,015","143,598",526,4.0,"1,981",14.9,"20,318","3,679","16,639",2.6,14.1,"37,483","15,665","21,818",10.9,26.1,"-17,165",-12.0,28.2,"1,095","1,095","7,569"
e) 4,"9,682","10,968","120,438","126,851",420,3.6,"1,701",14.5,"18,320","2,405","15,915",1.9,14.4,"31,145","12,116","19,029",9.6,24.6,"-12,825",-10.2,28.8,882,882,"4,858"
f) 5,"10,527","13,575","169,998","176,119",460,3.2,"1,599",11.2,"26,145","3,823","22,322",2.2,14.8,"38,389","13,989","24,400",7.9,21.8,"-12,244",-7.0,29.6,729,729,"3,640"
g) 6 to 10,,,,,,,,,,,,,,,,,,,,,,,,
h) 11 to 15,,,,,,,,,,,,,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,,,,,,,,,,,,,
l) Left Censored,"85,427","106,953","2,573,275","2,663,698","2,490",2.2,"9,544",8.6,"209,150","26,504","182,646",1.0,7.9,"389,997","92,383","297,614",3.5,14.6,"-180,847",-6.7,15.8,"4,855","4,865","32,461"
m. ALL,"158,447","191,597","3,475,444","3,503,478","24,477",12.8,"20,178",10.6,"516,453","226,992","289,461",6.5,14.7,"572,522","164,198","408,324",4.7,16.3,"-56,069",-1.6,29.4,"10,919","10,929","65,957"
,,1983,,,,,,,,,,,,,,,,,,,,,,
Estab Age,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a) 0,"15,615","17,366","148,128","75,874","17,020",196.0,0,0.0,"144,509","144,509",0,190.5,190.5,0,0,0,0.0,0.0,"144,509",190.5,0.0,,,
b) 1,"13,971","16,412","158,076","172,722",4,0.0,"3,579",19.6,"30,439",9,"30,430",0.0,17.6,"59,730","22,390","37,340",13.0,34.6,"-29,291",-17.0,35.2,"2,258","2,267","10,755"
c) 2,"11,457","12,892","152,893","159,416",320,2.3,"2,219",16.1,"23,865","1,636","22,229",1.0,15.0,"36,911","18,251","18,660",11.4,23.2,"-13,046",-8.2,30.0,"1,474","1,476","7,895"
d) 3,"10,264","11,440","115,268","119,143",249,2.1,"1,674",13.8,"18,702","1,356","17,346",1.1,15.7,"26,452","10,315","16,137",8.7,22.2,"-7,750",-6.5,31.4,"1,039","1,046","6,052"
e) 4,"9,936","11,348","127,457","131,443",250,2.1,"1,484",12.5,"21,940","4,971","16,969",3.8,16.7,"29,912","10,855","19,057",8.3,22.8,"-7,972",-6.1,33.4,931,932,"6,053"
f) 5,"8,953","10,095","112,779","116,855",227,2.2,"1,301",12.4,"15,763",850,"14,913",0.7,13.5,"23,914","9,290","14,624",8.0,20.5,"-8,151",-7.0,27.0,787,787,"5,007"
g) 6 to 10,"9,813","12,642","156,287","162,992",172,1.3,"1,244",9.5,"19,168",977,"18,191",0.6,11.8,"32,578","8,556","24,022",5.2,20.0,"-13,410",-8.2,23.6,638,642,"3,070"
h) 11 to 15,,,,,,,,,,,,,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,,,,,,,,,,,,,
l) Left Censored,"81,545","101,418","2,406,667","2,489,090","1,341",1.3,"7,830",7.5,"190,287","12,854","177,433",0.5,7.6,"355,134","73,461","281,673",3.0,14.3,"-164,847",-6.7,15.2,"4,596","4,638","29,123"
m. ALL,"161,554","193,613","3,377,555","3,427,535","19,583",10.2,"19,331",10.0,"464,673","167,162","297,511",4.9,13.6,"564,631","153,118","411,513",4.5,16.5,"-99,958",-2.9,27.2,"11,723","11,788","67,955"
,,1984,,,,,,,,,,,,,,,,,,,,,,
Estab Age,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a) 0,"18,892","20,724","180,136","93,902","20,487",197.7,0,0.0,"172,468","172,468",0,183.7,183.7,0,0,0,0.0,0.0,"172,468",183.7,0.0,,,
b) 1,"12,627","14,167","150,272","148,896",21,0.1,"3,093",19.6,"36,092","1,145","34,947",0.8,24.2,"33,339","15,723","17,616",10.6,22.4,"2,753",1.8,44.8,"2,063","2,081","9,171"
c) 2,"12,228","14,446","158,875","158,358",414,2.7,"2,306",14.9,"31,675","2,575","29,100",1.6,20.0,"30,640","14,189","16,451",9.0,19.3,"1,035",0.7,38.6,"1,475","1,483","7,006"
d) 3,"10,302","11,575","154,076","153,422",298,2.4,"1,606",13.1,"25,841","1,529","24,312",1.0,16.8,"24,532","9,151","15,381",6.0,16.0,"1,309",0.8,32.0,980,980,"4,349"
e) 4,"9,308","10,371","113,216","114,228",285,2.6,"1,351",12.4,"18,335",872,"17,463",0.8,16.1,"20,359","9,198","11,161",8.1,17.8,"-2,024",-1.7,32.2,814,815,"3,487"
f) 5,"9,036","10,318","129,875","128,709",246,2.3,"1,305",12.0,"22,326",914,"21,412",0.7,17.3,"19,993","8,419","11,574",6.5,15.5,"2,333",1.8,31.0,787,789,"3,713"
g) 6 to 10,"17,110","21,128","266,652","267,762",487,2.2,"2,152",9.8,"38,587","1,983","36,604",0.7,14.4,"40,806","15,380","25,426",5.7,15.2,"-2,219",-0.8,28.8,"1,129","1,138","6,204"
h) 11 to 15,,,,,,,,,,,,,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,,,,,,,,,,,,,
l) Left Censored,"77,019","95,735","2,414,792","2,408,509","1,163",1.2,"6,987",7.1,"249,638","12,009","237,629",0.5,10.4,"237,072","63,319","173,753",2.6,9.8,"12,566",0.6,19.6,"4,179","4,216","23,164"
m. ALL,"166,522","198,464","3,567,894","3,473,786","23,401",11.9,"18,800",9.6,"594,962","193,495","401,467",5.6,17.1,"406,741","135,379","271,362",3.9,11.7,"188,221",5.4,23.4,"11,427","11,502","57,094"
,,1985,,,,,,,,,,,,,,,,,,,,,,
Estab Age,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a) 0,"18,364","20,248","159,692","80,259","20,150",199.0,0,0.0,"158,867","158,867",0,197.9,197.9,0,0,0,0.0,0.0,"158,867",197.9,0.0,,,
b) 1,"15,655","17,345","186,464","181,666",32,0.2,"3,159",16.6,"46,099","1,924","44,175",1.1,25.4,"36,503","16,253","20,250",8.9,20.1,"9,596",5.3,40.2,"2,236","2,236","10,991"
c) 2,"10,978","12,365","144,031","146,399",367,2.8,"2,096",15.8,"25,812","1,473","24,339",1.0,17.6,"30,547","15,319","15,228",10.5,20.9,"-4,735",-3.3,35.2,"1,458","1,458","9,077"
d) 3,"10,859","12,645","150,579","154,734",322,2.4,"2,132",15.7,"23,767","1,758","22,009",1.1,15.4,"32,077","17,419","14,658",11.3,20.7,"-8,310",-5.3,30.8,"1,211","1,221","7,630"
e) 4,"9,450","10,570","150,700","152,401",244,2.2,"1,253",11.3,"20,910","1,130","19,780",0.7,13.7,"24,312","9,488","14,824",6.2,16.0,"-3,402",-2.3,27.4,777,780,"5,707"
f) 5,"8,546","9,492","109,350","111,312",284,2.9,"1,185",11.9,"16,379","1,392","14,987",1.3,14.7,"20,303","10,111","10,192",9.1,18.2,"-3,924",-3.5,29.4,755,759,"4,218"
g) 6 to 10,"23,682","29,120","389,538","393,428",681,2.2,"3,054",10.1,"54,662","3,598","51,064",0.9,13.9,"62,441","27,834","34,607",7.1,15.9,"-7,779",-2.0,27.8,"1,786","1,801","10,081"
h) 11 to 15,,,,,,,,,,,,,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,,,,,,,,,,,,,
l) Left Censored,"72,302","89,632","2,390,096","2,394,183","1,076",1.2,"7,144",7.7,"251,098","6,295","244,803",0.3,10.5,"259,271","95,949","163,322",4.0,10.8,"-8,173",-0.3,21.0,"4,207","4,244","38,235"
m. ALL,"169,836","201,417","3,680,450","3,614,382","23,156",11.6,"20,023",10.0,"597,594","176,437","421,157",4.9,16.5,"465,454","192,373","273,081",5.3,12.9,"132,140",3.6,25.8,"12,430","12,499","85,939"
,,1986,,,,,,,,,,,,,,,,,,,,,,
Estab Age,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a) 0,"19,289","21,465","187,234","93,677","21,425",199.6,0,0.0,"187,114","187,114",0,199.7,199.7,0,0,0,0.0,0.0,"187,114",199.7,0.0,,,
b) 1,"15,581","17,264","191,947","175,087",684,3.7,"3,405",18.2,"73,541","26,379","47,162",15.1,42.0,"39,821","17,900","21,921",10.2,22.7,"33,720",19.3,45.4,"2,273","2,273","11,282"
c) 2,"13,613","15,110","174,931","180,193",341,2.1,"2,431",15.0,"29,799","1,856","27,943",1.0,16.5,"40,323","18,193","22,130",10.1,22.4,"-10,524",-5.9,33.0,"1,621","1,623","11,544"
d) 3,"9,682","10,925","141,503","142,619",267,2.3,"1,635",14.0,"23,113","1,664","21,449",1.2,16.2,"25,344","10,702","14,642",7.5,17.8,"-2,231",-1.6,32.4,"1,082","1,082","6,395"
e) 4,"9,758","11,398","148,772","149,648",234,1.9,"1,453",12.1,"24,143","1,303","22,840",0.9,16.1,"25,894","10,841","15,053",7.2,17.3,"-1,751",-1.2,32.2,902,907,"6,074"
f) 5,"8,601","9,605","147,128","148,839",173,1.7,"1,118",11.1,"19,595",674,"18,921",0.5,13.2,"23,017","8,941","14,076",6.0,15.5,"-3,422",-2.3,26.4,690,692,"4,081"
g) 6 to 10,"29,284","35,793","489,049","493,880",762,2.0,"3,567",9.6,"65,524","4,989","60,535",1.0,13.3,"75,185","30,776","44,409",6.2,15.2,"-9,661",-1.9,26.6,"2,099","2,102","13,867"
h) 11 to 15,,,,,,,,,,,,,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,,,,,,,,,,,,,
l) Left Censored,"67,888","84,245","2,293,737","2,341,374","1,009",1.2,"6,308",7.3,"193,151","7,604","185,547",0.3,8.2,"288,424","95,462","192,962",4.1,12.3,"-95,273",-4.1,16.4,"3,959","3,976","55,399"
m. ALL,"173,696","205,805","3,774,301","3,725,317","24,895",12.2,"19,917",9.8,"615,980","231,583","384,397",6.2,16.5,"518,008","192,815","325,193",5.2,13.9,"97,972",2.6,27.8,"12,626","12,655","108,642"
,,1987,,,,,,,,,,,,,,,,,,,,,,
Estab Age,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a) 0,"21,555","24,983","258,647","146,419","24,812",198.6,0,0.0,"224,456","224,456",0,153.3,153.3,0,0,0,0.0,0.0,"224,456",153.3,0.0,,,
b) 1,"15,785","17,765","184,528","185,540",58,0.3,"3,411",17.3,"49,060","3,322","45,738",1.8,26.4,"51,083","23,224","27,859",12.5,27.5,"-2,023",-1.1,52.8,"2,317","2,317","12,590"
c) 2,"13,639","15,156","185,464","188,778",487,3.0,"2,514",15.4,"40,041","4,111","35,930",2.2,21.2,"46,669","21,885","24,784",11.6,24.7,"-6,628",-3.5,42.4,"1,701","1,704","11,115"
d) 3,"12,246","13,566","162,504","168,540",373,2.6,"1,891",13.1,"28,104","2,072","26,032",1.2,16.7,"40,175","19,660","20,515",11.7,23.8,"-12,071",-7.1,33.4,"1,230","1,230","10,664"
e) 4,"8,646","9,750","120,600","130,951",253,2.4,"1,356",13.1,"18,054","1,378","16,676",1.1,13.8,"38,755","25,001","13,754",19.1,29.6,"-20,701",-15.8,27.6,833,834,"5,515"
f) 5,"8,712","10,171","137,207","142,334",259,2.4,"1,376",12.8,"19,980","1,827","18,153",1.3,14.0,"30,234","11,363","18,871",8.0,21.2,"-10,254",-7.2,28.0,769,771,"4,721"
g) 6 to 10,"34,460","41,893","621,462","628,188","1,001",2.3,"4,377",10.0,"90,431","6,014","84,417",1.0,14.4,"103,883","39,966","63,917",6.4,16.5,"-13,452",-2.1,28.8,"2,414","2,442","16,858"
h) 11 to 15,,,,,,,,,,,,,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,,,,,,,,,,,,,
l) Left Censored,"63,392","78,678","2,199,241","2,241,706","1,158",1.4,"6,519",8.0,"194,156","10,279","183,877",0.5,8.7,"279,086","97,816","181,270",4.4,12.4,"-84,930",-3.7,17.4,"3,845","3,900","32,749"
m. ALL,"178,435","211,962","3,869,653","3,832,456","28,401",13.6,"21,444",10.3,"664,282","253,459","410,823",6.6,17.3,"589,885","238,915","350,970",6.2,15.4,"74,397",1.9,30.8,"13,109","13,198","94,212"
,,1988,,,,,,,,,,,,,,,,,,,,,,
Estab Age,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a) 0,"18,824","21,897","206,262","107,006","21,691",198.1,0,0.0,"198,513","198,513",0,185.5,185.5,0,0,0,0.0,0.0,"198,513",185.5,0.0,,,
